BTC,16857087,642990.312212
ETH,97536284,6633482.75499
XRP,39009215838,5408225657.09
XLM,18432218741,13595761941.1
BCH,16960513,4496111.79226
ADA,25927070538,15710269903.6
EOS,660855757,616057962.955
LTC,55159783,28602897.0912
DASH,7876593,8995003.00631
ZEC,3251056,12665371.3681
NEO,65000000,50109011.0898
LSK,117932368,218807554.333
XMR,15706725,22339870.5678
ETC,99763912,175460665.878
XEM,8999999999,11192847971.6
IOT,2779530283,3025393560.65
TRX,65748192476,1.31623842182e+11
VEN,470459299,1239613588.75
ICX,381495014,1373324717.42
QTUM,73872372,190323730.692
STEEM,249153205,1392094531.32
BTG,16816561,47191467.1237
SC,32388174390,2.33790933149e+11
MAID,452552412,12650165581.7
OMG,102042552,391749679.007
SNT,3470483788,27515961245.0
DCR,6731780,75031246.0714
GNO,1104590,38596027.4884
DOGE,113146970858,9.1968321934e+11
ZRX,507078283,5711490647.21
DGD,2000000,25305569.3272
XRB,133248289,682064173.272
PPT,37004027,234059555.439
HSR,42607998,449359925.92
BNB,99014000,577627125.947
XVG,14580131956,1.03388512815e+11
BTS,2608480000,22102332703.5
STRAT,98735582,665718408.771
BCN,183719516364,1.13025614805e+12
PIVX,55533809,1138043760.24
DGB,9823915576,1.43121662588e+11
KNC,134132697,2255090403.14
REP,11000000,116405618.905
WAVES,100000000,817018047.128
BAT,1000000000,15089617265.5
SALT,52903598,1392094531.32
GBYTE,645222,8458071.51509
ARK,100551130,1376417791.11
ARDR,998999495,11376200656.2
CVC,342699966,13250856445.2
MONA,57335175,1322791123.92
SYS,530862457,9666711471.87
KMD,103227864,1340196270.29
PAY,104661310,3150152058.0
LBC,147654225,16296786646.7
GNT,834262000,14485174194.2
MTL,19300994,1444750589.25
VTC,42872625,1761180113.12
FCT,8745102,195249041.294
GAME,64355352,2494406119.39
POWR,363837589,7667873265.39
GXS,60000000,1247203059.7
AE,233020472,2359573356.18
WTC,24898178,256561502.624
LRC,561202251,8959529383.54
BTM,987000000,6710546823.89
ZCL,3285763,36025082.4836
FUN,4503688789,1.09718042954e+11
ETHOS,75601200,1434576289.32
QASH,350000000,6522193161.7
